Work Order Number,Status,Status Text,Category Code,Category Text,Division,Division Text,Department,Department Text,Priority,Priority Text,Total Cost,Quantity,Actual Labor Hours,Actual Labor Cost,Actual Equip Cost,Actual Material Cost,Contractor Cost,Misc. Cost,Creation Date,Status Date,Start Date,End Date,Duration Actual(Hrs),Billing Required,Main Task,Main Task Text,Cause,Cause Text,Problem,Problem Text,Desc 1,Desc 2,Asset,Assigned Crew,Assigned Crew Text,Supervisor,LeadWorker Id,Street Address,Street Direction,Street Name,Street Type,Loc Zip Code,Street 2 Direction,Street 2 Name,Street 2 Type,Project Number,Building Number,Facility Location,Route (Geographic),Route (Geographic) Text,PM Trigger,PM Trigger Text
18-000471,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,174.07,0,3.25,142.79,31.28,0,0,0,7/20/2018 0:00,12/17/2018 0:00,7/20/2018 0:00,7/20/2018 0:00,0,FALSE,STT6,Luminaire Rebuild,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,Signal Pole,,POLES3023,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000875,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,54.9,1,0.66,27.49,10.32,17.09,0,0,8/22/2018 0:00,12/17/2018 0:00,8/22/2018 0:00,8/22/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,POLES3172,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
19-000449,999,Complete,STT,Traffic,OPSTT,Traffic,STT,Traffic,,,137.78,0,2,75.22,62.56,0,0,0,3/18/2019 0:00,3/27/2019 0:00,3/14/2019 0:00,3/14/2019 0:00,0,FALSE,STT28,Misc. Traffic Signals,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,POLES3450,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000127,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,242.16,0,4,190.44,51.72,0,0,0,6/27/2018 0:00,7/11/2018 0:00,6/25/2018 0:00,6/25/2018 0:00,0,FALSE,LOC,Locates,SWT3,Reactive Maintenance,STTP4,Routine Maintenance,,706  S Glover Ave,POLES3738,ELE,FULL ELE CREW,1,,706,,S Glover Ave,,,,,,,,,,,,
18-000111,999,Complete,STT,Traffic,OPSTT,Traffic,STT,Traffic,,,120.93,0,3,120.93,0,0,0,0,6/25/2018 0:00,12/14/2018 0:00,6/25/2018 0:00,6/25/2018 0:00,0,FALSE,STT1,Inspection,STTC2,Preventive Maintenance,STTP4,Routine Maintenance,,706  S Glover Ave,POLES3738,ELE,FULL ELE CREW,1,,706,,S Glover Ave,,,,UPW Shop,,,,,,,,
18-000126,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,94.02,0,2.5,94.02,0,0,0,0,6/27/2018 0:00,12/14/2018 0:00,6/26/2018 0:00,6/26/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP10,Damaged Globe,,706  S Glover Ave,POLES3738,ELE,FULL ELE CREW,1,,706,,S Glover Ave,,,,,,,,,,,,
18-000253,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,71.37,0,1.5,71.37,0,0,0,0,7/6/2018 0:00,7/11/2018 0:00,7/6/2018 0:00,7/6/2018 0:00,0,FALSE,STT24,Office Electronics,STTC3,Reactive Maintenance,STTP32,Office Electronics Routine Testing,,706  S Glover Ave,POLES3738,ELE,FULL ELE CREW,1,,706,,S Glover Ave,,,,UPW Shop,,,,,,,,
18-000215,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,95.16,0,2,95.16,0,0,0,0,7/3/2018 0:00,7/11/2018 0:00,7/3/2018 0:00,7/3/2018 0:00,0,FALSE,STT25,Record Keeping,STTC1,Systematic Maintenance,STTP22,New Equipment/Devices,,,POLES3738,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000255,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,179.23,0,4.3,179.23,0,0,0,0,7/9/2018 0:00,7/11/2018 0:00,7/9/2018 0:00,7/9/2018 0:00,0,FALSE,STT44,Equipment Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,706  S Glover Ave,POLES3738,ELE,FULL ELE CREW,1,,706,,S Glover Ave,,,,UPW Shop,,,,,,,,
18-000583,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,41.79,1,0.5,23.79,15.64,2.36,0,0,7/30/2018 0:00,12/17/2018 0:00,7/30/2018 0:00,7/30/2018 0:00,0,FALSE,STT21,Signal Indication Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,POLES3865,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000324,999,Complete,STTSE,Special Events,OPSTT,Traffic,STT,Traffic,,,96.75,0,1,47.58,31.28,17.89,0,0,7/11/2018 0:00,2/18/2019 0:00,7/11/2018 0:00,7/11/2018 0:00,0,FALSE,STT41,Special Event Electrical Maintenance,STTC2,Preventive Maintenance,STTP4,Routine Maintenance,,,POLES4234,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000110,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,2662.23,0,11,403.41,449.57,1809.25,0,0,6/25/2018 0:00,12/14/2018 0:00,6/25/2018 0:00,6/26/2018 0:00,8,FALSE,STT10,Pole Maintenance,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,POLES451,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000172,800,Closed In Field,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,1609.41,0,9,330.07,556.34,723,0,0,6/29/2018 0:00,6/29/2018 0:00,6/28/2018 0:00,6/28/2018 0:00,0,FALSE,STT9,Pole Replacement,STTC3,Reactive Maintenance,STTP3,Vehicle Accident,,,POLES4703,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000553,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,39.43,1,0.5,23.79,15.64,0,0,0,7/26/2018 0:00,12/17/2018 0:00,7/26/2018 0:00,7/26/2018 0:00,0,FALSE,STT26,School Crossing Signals,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,POLES486,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-001615,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,60.42,0,0.5,17.87,26.69,15.86,0,0,10/24/2018 0:00,12/14/2018 0:00,10/2/2018 0:00,10/2/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,POLES4913,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000547,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,150.23,0,2.5,118.95,31.28,0,0,0,7/26/2018 0:00,12/17/2018 0:00,7/26/2018 0:00,7/26/2018 0:00,0,FALSE,STT26,School Crossing Signals,STTC1,Systematic Maintenance,STTP33,Program Controllers,,,POLES5410,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-001613,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,44.02,0,0.33,11.79,17.61,14.62,0,0,10/24/2018 0:00,12/14/2018 0:00,10/2/2018 0:00,10/2/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,POLES5970,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000505,800,Closed In Field,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,1452.32,1,15,661.18,258.37,532.77,0,0,7/23/2018 0:00,7/26/2018 0:00,7/23/2018 0:00,7/26/2018 0:00,24,FALSE,STT9,Pole Replacement,STTC3,Reactive Maintenance,STTP3,Vehicle Accident,,,POLES5988,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000577,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,78.86,1,1,47.58,31.28,0,0,0,7/30/2018 0:00,12/17/2018 0:00,7/30/2018 0:00,7/31/2018 0:00,8,FALSE,STT26,School Crossing Signals,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,POLES6100,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000119,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,105.36,0,1,47.58,31.28,26.5,0,0,6/26/2018 0:00,7/11/2018 0:00,6/26/2018 0:00,6/26/2018 0:00,0,FALSE,STT21,Signal Indication Maintenance,STTC3,Reactive Maintenance,STTP12,Replace Deteriorated Component,,,POLES6412,ELE,FULL ELE CREW,1,,1602,E,Windsor,Rd,61802,,,,,,,,,,
18-000018,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STR,Streets,,,105.36,0,1,47.58,31.28,26.5,0,0,6/19/2018 0:00,7/11/2018 0:00,6/26/2018 0:00,6/26/2018 0:00,0,FALSE,STT21,Signal Indication Maintenance,SWT3,Reactive Maintenance,STTP12,Replace Deteriorated Component,,,POLES6412,ELE,FULL ELE CREW,1,,1602,,E. Windsor Road,,,,,,,,,,,,
18-000575,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,31.54,1,0.4,19.03,12.51,0,0,0,7/30/2018 0:00,12/17/2018 0:00,7/30/2018 0:00,7/30/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,POLES6633,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000878,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,46.29,1,0.66,27.49,10.32,8.48,0,0,8/22/2018 0:00,12/17/2018 0:00,8/22/2018 0:00,8/22/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,POLES6900,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000559,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,65.93,1,0.5,23.79,15.64,26.5,0,0,7/27/2018 0:00,12/17/2018 0:00,7/27/2018 0:00,7/27/2018 0:00,0,FALSE,STT21,Signal Indication Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,POLES7248,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000322,999,Complete,STTSE,Special Events,OPSTT,Traffic,,,,,96.75,0,1,47.58,31.28,17.89,0,0,7/11/2018 0:00,2/18/2019 0:00,7/11/2018 0:00,7/11/2018 0:00,0,FALSE,STT41,Special Event Electrical Maintenance,STTC2,Preventive Maintenance,STTP4,Routine Maintenance,,,POLES7494,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000224,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,90.77,0,1.5,71.37,19.4,0,0,0,7/5/2018 0:00,12/14/2018 0:00,7/5/2018 0:00,7/5/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP17,Unintentional Utility Cut,,,POLES7519,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000581,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,129.18,1,0.5,23.79,15.64,89.75,0,0,7/30/2018 0:00,12/17/2018 0:00,7/30/2018 0:00,7/30/2018 0:00,0,FALSE,STT29,Pedestrian Signals,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,Signal Pole,University Ave,POLES7710,ELE,FULL ELE CREW,1,,,,University Ave,,,,Orchard,,,,,,,,
18-000142,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,48.13,1,1,41.66,6.47,0,0,0,6/27/2018 0:00,12/14/2018 0:00,6/27/2018 0:00,6/27/2018 0:00,0,FALSE,STT26,School Crossing Signals,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,POLES774,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-001607,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,44.02,0,0.33,11.79,17.61,14.62,0,0,10/24/2018 0:00,12/14/2018 0:00,10/2/2018 0:00,10/2/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,POLES7753,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-001362,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,121.68,0,2.5,89.35,32.33,0,0,0,10/6/2018 0:00,12/17/2018 0:00,9/25/2018 0:00,9/25/2018 0:00,0,FALSE,LOC,Locates,,,,,,,POLES7808,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000582,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,95.11,1,1,47.58,31.28,16.25,0,0,7/30/2018 0:00,12/17/2018 0:00,7/30/2018 0:00,7/30/2018 0:00,0,FALSE,STT29,Pedestrian Signals,STTC3,Reactive Maintenance,STTP12,Replace Deteriorated Component,,,POLES7819,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000118,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,122.8,0,1,47.58,31.28,43.94,0,0,6/26/2018 0:00,7/11/2018 0:00,6/25/2018 0:00,6/25/2018 0:00,0,FALSE,STT21,Signal Indication Maintenance,STTC3,Reactive Maintenance,STTP12,Replace Deteriorated Component,,,POLES8046,ELE,FULL ELE CREW,1,,2705,,S.Boulder Dr.,,,,Windsor,,,,,,,,
18-000877,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,54.9,1,0.66,27.49,10.32,17.09,0,0,8/22/2018 0:00,12/17/2018 0:00,8/22/2018 0:00,8/22/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,POLES8058,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-001614,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,44.02,0,0.33,11.79,17.61,14.62,0,0,10/24/2018 0:00,12/14/2018 0:00,10/2/2018 0:00,10/2/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,POLES8327,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000109,800,Closed In Field,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,657.03,1,9,330.07,326.96,0,0,0,6/25/2018 0:00,6/25/2018 0:00,6/25/2018 0:00,6/25/2018 0:00,0,FALSE,STT8,Pole Installation,STTC3,Reactive Maintenance,STTP3,Vehicle Accident,,,POLES8426,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000549,999,Complete,STTCON,Controllers,OPSTT,Traffic,STT,Traffic,,,55.21,0,0.7,33.31,21.9,0,0,0,7/26/2018 0:00,12/17/2018 0:00,7/26/2018 0:00,7/26/2018 0:00,0,FALSE,STT26,School Crossing Signals,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,POLES996,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000245,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,60.51,1,1,47.58,12.93,0,0,0,7/6/2018 0:00,12/14/2018 0:00,7/6/2018 0:00,7/6/2018 0:00,0,FALSE,STT22,Preemption Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,IDOT (50%):  Cunningham@Kerr,TRAFFICTROLLER10,ELE,FULL ELE CREW,1,,,,IDOT (50%):  Cunningham@Kerr,,,,Kerr,,,,,,,,
18-000064,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,192.5,0,4,166.64,25.86,0,0,0,6/21/2018 0:00,7/11/2018 0:00,6/21/2018 0:00,6/21/2018 0:00,0,FALSE,STT22,Preemption Maintenance,SWT5,Routine Inspection,STTP30,Check/Inspect Operation,,IDOT (50%):  Cunningham@Kerr,TRAFFICTROLLER10,ELE,FULL ELE CREW,1,,,,Cunningham@Kerr,,,,"GO: NB, SB, WB, EB - Complete",,,,,,,,
18-000089,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,275.54,1,5,214.22,44.21,17.11,0,0,6/22/2018 0:00,12/14/2018 0:00,6/22/2018 0:00,6/22/2018 0:00,0,FALSE,STT22,Preemption Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,IDOT (50%):  Cunningham@Perkins,TRAFFICTROLLER11,ELE,FULL ELE CREW,1,,,,IDOT (50%):  Cunningham@Perkins,,,,,,,,,,,,
18-000625,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,128.45,1,2,102.59,25.86,0,0,0,8/3/2018 0:00,12/17/2018 0:00,8/3/2018 0:00,8/3/2018 0:00,0,FALSE,STT23,Traffic Signal Modernization,STTC2,Preventive Maintenance,STTP27,Traffic Signal Upgrade,,Green@Goodwin,TRAFFICTROLLER15,ELE,FULL ELE CREW,1,,,,Green@Goodwin,,,,Goodwin,,,,,,,,
18-000084,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,172.9,1,3,124.98,46.92,1,0,0,6/22/2018 0:00,12/14/2018 0:00,6/22/2018 0:00,6/22/2018 0:00,0,FALSE,STT1,Inspection,STTC3,Reactive Maintenance,STTP30,Check/Inspect Operation,,Highcross@Windsor,TRAFFICTROLLER21,ELE,FULL ELE CREW,1,,,,Highcross@Windsor,,,,,,,,,,,,
18-000285,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,200.54,1,3.5,145.8,54.74,0,0,0,7/10/2018 0:00,12/14/2018 0:00,7/10/2018 0:00,7/10/2018 0:00,0,FALSE,STT22,Preemption Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,Windsor@Philo,TRAFFICTROLLER22,ELE,FULL ELE CREW,1,,,,Windsor@Philo,,,,,,,,,,,,
18-000249,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,90.77,1,1.5,71.37,19.4,0,0,0,7/6/2018 0:00,12/14/2018 0:00,7/6/2018 0:00,7/6/2018 0:00,0,FALSE,STT22,Preemption Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,Windsor@Philo,TRAFFICTROLLER22,ELE,FULL ELE CREW,1,,,,Windsor@Philo,,,,,,,,,,,,
18-000184,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,95.16,1,2,95.16,0,0,0,0,6/29/2018 0:00,12/14/2018 0:00,6/29/2018 0:00,6/29/2018 0:00,0,FALSE,STT25,Record Keeping,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,Windsor@Philo,TRAFFICTROLLER22,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000083,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,73.01,0,1.5,53.61,19.4,0,0,0,6/21/2018 0:00,7/11/2018 0:00,6/21/2018 0:00,6/21/2018 0:00,0,FALSE,STT45,Training,,,STTP4,Routine Maintenance,,Windsor@Philo,TRAFFICTROLLER22,ELE,FULL ELE CREW,1,,,,Windsor@Philo,,,,,,,,,,,,
18-000554,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,147.18,1,3,127.78,19.4,0,0,0,7/27/2018 0:00,12/17/2018 0:00,7/27/2018 0:00,7/27/2018 0:00,0,FALSE,STT18,Traffic Signal Cabinet Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,Springfield@Goodwin,TRAFFICTROLLER28,ELE,FULL ELE CREW,1,,,,Springfield@Goodwin,,,,Goodwin,,,,,,,,
18-000133,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,96.25,1,2,83.32,12.93,0,0,0,6/27/2018 0:00,12/14/2018 0:00,6/27/2018 0:00,6/27/2018 0:00,0,FALSE,STT1,Inspection,STTC3,Reactive Maintenance,STTP30,Check/Inspect Operation,,Vine@Main,TRAFFICTROLLER3,ELE,FULL ELE CREW,1,,,,Vine@Main,,,,Main,,,,,,,,
18-000626,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,64.24,1,1,51.3,12.94,0,0,0,8/3/2018 0:00,12/17/2018 0:00,8/3/2018 0:00,8/3/2018 0:00,0,FALSE,STT18,Traffic Signal Cabinet Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,Vine@Main,TRAFFICTROLLER3,ELE,FULL ELE CREW,1,,,,Vine@Main,,,,Main,,,,,,,,
18-000273,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,106.73,1,2.5,104.14,2.59,0,0,0,7/9/2018 0:00,12/14/2018 0:00,7/10/2018 0:00,7/10/2018 0:00,0,FALSE,STTVD,Vehicle Detection,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,Vine@Main,TRAFFICTROLLER3,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000277,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,41.66,1,1,41.66,0,0,0,0,7/9/2018 0:00,12/14/2018 0:00,7/9/2018 0:00,7/9/2018 0:00,0,FALSE,STTVD,Vehicle Detection,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,Main@Broadway,TRAFFICTROLLER30,ELE,FULL ELE CREW,1,,,,Main@Broadway,,,,Broadway,,,,,,,,
18-000475,800,Closed In Field,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,211.79,1,3.5,166.53,45.26,0,0,0,7/20/2018 0:00,7/20/2018 0:00,7/20/2018 0:00,7/20/2018 0:00,0,FALSE,STT29,Pedestrian Signals,STTC3,Reactive Maintenance,STTP3,Vehicle Accident,,IDOT (50%):      University@Race,TRAFFICTROLLER31,ELE,FULL ELE CREW,1,,,,IDOT (50%):      University@Race,,,,,,,,,,,,
18-000106,999,Complete,STT,Traffic,OPSTT,Traffic,STR,Streets,,,76.13,0,1.6,76.13,0,0,0,0,6/25/2018 0:00,12/14/2018 0:00,6/25/2018 0:00,6/25/2018 0:00,0,FALSE,STT18,Traffic Signal Cabinet Maintenance,FORC70,Storm,STTP30,Check/Inspect Operation,,IDOT (100%):  University@Highcross,TRAFFICTROLLER33,ELE,FULL ELE CREW,1,,,,,,,,,,,,,,,,
18-000284,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,392.44,1,6.5,270.78,101.66,20,0,0,7/10/2018 0:00,12/14/2018 0:00,7/10/2018 0:00,7/10/2018 0:00,0,FALSE,STT22,Preemption Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,IDOT (100%):  University@Highcross,TRAFFICTROLLER33,ELE,FULL ELE CREW,1,,,,IDOT (100%):  University@Highcross,,,,High Cross,,,,,,,,
18-000248,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,47.58,1,1,47.58,0,0,0,0,7/6/2018 0:00,12/14/2018 0:00,7/6/2018 0:00,7/6/2018 0:00,0,FALSE,STT22,Preemption Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,IDOT (100%):  University@Highcross,TRAFFICTROLLER33,ELE,FULL ELE CREW,1,,,,IDOT (100%):  University@Highcross,,,,High Cross,,,,,,,,
18-000108,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,195.54,1,4,195.54,0,0,0,0,6/25/2018 0:00,12/14/2018 0:00,6/22/2018 0:00,6/22/2018 0:00,0,FALSE,STTVD,Vehicle Detection,STTC3,Reactive Maintenance,STTP30,Check/Inspect Operation,,IDOT (100%):  University@Highcross,TRAFFICTROLLER33,ELE,FULL ELE CREW,1,,,,IDOT (100%):  University@Highcross,,,,,,,,,,,,
18-000085,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,497.85,1,4,166.64,44.21,287,0,0,6/22/2018 0:00,12/14/2018 0:00,6/22/2018 0:00,6/22/2018 0:00,0,FALSE,STTVD,Vehicle Detection,STTC4,Weather Related,STTP11,Bad Component,,University@Highcross,TRAFFICTROLLER33,ELE,FULL ELE CREW,1,,,,University@Highcross,,,,,,,,,,,,
18-001466,999,Complete,STT,Traffic,OPSTT,Traffic,STT,Traffic,,,123.9,0,2,75.22,48.68,0,0,0,10/16/2018 0:00,12/17/2018 0:00,10/13/2018 0:00,10/13/2018 0:00,0,FALSE,STT28,Misc. Traffic Signals,SWT3,Reactive Maintenance,STTP29,Traffic Signal Failure,,Windsor@Race,TRAFFICTROLLER38,ELE,FULL ELE CREW,1,,,,Windsor@Race,,,,Race,,,,,,,,
18-000278,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,57.3,1,1,41.66,15.64,0,0,0,7/10/2018 0:00,12/14/2018 0:00,7/9/2018 0:00,7/9/2018 0:00,0,FALSE,STTVD,Vehicle Detection,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,Windsor@Race,TRAFFICTROLLER38,ELE,FULL ELE CREW,1,,,,Windsor@Race,,,,Race,,,,,,,,
18-000180,999,Complete,STTCON,Controllers,OPSTT,Traffic,STT,Traffic,,,90.77,0,1.5,71.37,19.4,0,0,0,6/29/2018 0:00,12/14/2018 0:00,6/29/2018 0:00,6/29/2018 0:00,0,FALSE,STT18,Traffic Signal Cabinet Maintenance,STTC3,Reactive Maintenance,STTP13,Fault Caused by Normal Deterioration,,IDOT (100%):  University@Cunningham (5- Points),TRAFFICTROLLER39,ELE,FULL ELE CREW,1,,,,IDOT (100%):  University@Cunningham (5- Points),,,,,,,,,,,,
18-000101,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STT,Traffic,,,60.51,1,1,47.58,12.93,0,0,0,6/25/2018 0:00,12/14/2018 0:00,7/3/2018 0:00,7/3/2018 0:00,0,FALSE,STT25,Record Keeping,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,IDOT (100%):  University@Cunningham (5- Points),TRAFFICTROLLER39,ELE,FULL ELE CREW,1,,,,IDOT (100%):  University@Cunningham (5- Points),,,,,,,,,,,,
18-000219,999,Complete,STTCON,Controllers,OPSTT,Traffic,STT,Traffic,,,48.13,0,1,41.66,6.47,0,0,0,7/3/2018 0:00,12/14/2018 0:00,7/3/2018 0:00,7/3/2018 0:00,0,FALSE,STT25,Record Keeping,STTC1,Systematic Maintenance,STTP30,Check/Inspect Operation,,IDOT (50% - 50% Split):  University@Goodwin,TRAFFICTROLLER4,ELE,FULL ELE CREW,1,,1201,,W. University,,,,,,,,,,,,
18-000279,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,57.3,1,1,41.66,15.64,0,0,0,7/10/2018 0:00,12/14/2018 0:00,7/9/2018 0:00,7/9/2018 0:00,0,FALSE,STTVD,Vehicle Detection,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,Lincoln@Green,TRAFFICTROLLER40,ELE,FULL ELE CREW,1,,,,Lincoln@Green,,,,Green,,,,,,,,
18-000271,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,102.51,1,1.3,61.85,40.66,0,0,0,7/9/2018 0:00,12/14/2018 0:00,7/9/2018 0:00,7/9/2018 0:00,0,FALSE,STT22,Preemption Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,IDOT (100%):   I74W@Lincoln,TRAFFICTROLLER41,ELE,FULL ELE CREW,1,,,,IDOT (100%):   I74W@Lincoln,,,,,,,,,,,,
